,"(0,0)","(1,1)","(1,2)","(1,3)","(1,4)","(2,1)","(2,2)","(2,3)","(2,4)","(3,1)","(3,2)","(3,3)","(3,4)","(4,1)","(4,2)","(4,3)","(4,4)","(5,1)","(5,2)","(5,3)","(5,4)",Question_ID,correctness,end,player_ID,player_experience,start,total,x1,x2,x3,x4,y1,y2,y3,y4
1,0.017,0.0,0.0,0.067,0.133,0.0,0.067,0.6,0.117,0.0,0.0,0.033,0.017,0.0,0.0,0.033,0.0,0.0,0.0,0.2,0.15,10,1,170.23389,6,1,168.83887,1.434,0.2,0.784,0.05,0.033,0.0,0.067,0.933,0.417
2,0.033,0.0,0.0,0.0,0.0,0.067,0.083,0.267,0.033,0.0,0.466,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.183,0.0,0.0,10,1,171.51563000000002,6,1,170.23389,1.315,0.0,0.45,0.466,0.183,0.067,0.915,0.267,0.033
3,0.167,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.716,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.15,0.0,0.0,10,1,172.84618999999998,6,1,171.51563000000002,1.366,0.0,0.017,0.899,0.0,0.866,0.333,0.0,0.0
4,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.3,0.0,0.0,0.35,0.3,0.0,0.0,0.033,0.133,0.0,0.0,10,1,176.29639,6,1,172.84618999999998,3.516,0.0,0.0,0.617,0.65,0.7,0.733,0.0,0.0
5,3.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,179.86377,6,1,176.29639,3.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816,0.05,0.0,0.0,1.216,0.233,0.0,0.0,0.0,0.2,0.083,0.15,10,1,185.21923999999999,6,1,179.86377,5.447,0.0,0.0,0.866,1.449,2.032,0.483,0.083,0.15
7,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566,0.0,0.0,0.0,0.8,0.45,0.0,0.0,0.0,0.0,0.283,0.0,10,0,187.42041,6,1,185.21923999999999,2.249,0.0,0.0,0.566,1.25,1.366,0.45,0.283,0.0
8,0.433,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.516,0.233,0.0,0.0,0.15,0.183,0.017,0.0,10,0,189.39209,6,1,187.42041,2.015,0.0,0.033,0.45,0.749,1.149,0.416,0.017,0.0
9,1.283,0.0,0.0,0.0,0.0,0.516,0.0,0.0,0.0,0.383,0.083,0.0,0.0,0.267,0.067,0.0,0.0,0.033,0.267,0.05,0.0,10,0,192.28368999999998,6,1,189.39209,2.949,0.0,0.516,0.466,0.334,1.199,0.417,0.05,0.0
10,0.233,0.233,0.067,0.0,0.0,0.25,0.05,0.017,0.0,0.05,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.2,0.067,0.0,0.0,10,0,193.44971,6,1,192.28368999999998,1.2,0.3,0.317,0.05,0.033,0.766,0.184,0.017,0.0
11,0.15,0.05,0.183,0.117,0.0,0.0,0.516,0.283,0.0,0.583,1.133,0.267,0.0,0.0,0.167,0.033,0.0,0.283,0.1,0.367,0.0,10,0,197.60645,6,1,193.44971,4.232,0.35,0.799,1.983,0.2,0.916,2.099,1.067,0.0
12,0.033,0.0,0.0,0.0,0.0,0.0,0.566,0.466,0.0,0.0,0.383,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.117,10,0,199.87305,6,1,197.60645,2.315,0.0,1.032,0.916,0.0,0.0,0.949,1.216,0.117
13,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,3.382,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,204.40625,6,1,200.75879,3.715,0.0,0.1,3.615,0.0,0.0,3.432,0.283,0.0
14,0.516,0.0,0.0,0.0,0.0,0.766,1.216,0.883,1.233,0.317,2.599,0.05,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.35,0.017,10,0,212.26221,6,1,204.40625,7.98,0.0,4.098,2.966,0.033,1.083,3.815,1.316,1.25
15,0.033,0.0,0.0,0.017,0.217,0.0,1.299,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.183,0.167,0.2,0.0,10,0,215.05225,6,1,212.26221,2.849,0.234,1.999,0.0,0.033,0.183,1.499,0.717,0.417
16,0.017,0.0,0.017,0.083,0.117,0.1,0.417,0.9,0.0,0.0,0.0,0.017,0.0,0.0,0.033,0.033,0.0,0.033,0.283,0.133,0.0,10,0,217.18847999999997,6,1,215.05225,2.183,0.217,1.417,0.017,0.066,0.133,0.75,1.166,0.117
17,0.15,0.433,0.716,0.683,0.033,0.833,0.4,0.616,0.3,0.217,0.516,0.0,0.133,0.0,0.033,0.0,0.0,0.133,0.217,0.05,0.0,10,0,222.56298999999999,6,1,217.18847999999997,5.463,1.865,2.149,0.866,0.033,1.616,1.882,1.349,0.466
18,0.05,0.0,0.0,0.0,0.0,0.183,0.033,0.0,0.0,0.067,0.35,0.0,0.0,0.083,0.133,0.0,0.0,0.0,0.0,0.317,0.033,10,0,223.77733999999998,6,1,222.56298999999999,1.249,0.0,0.216,0.417,0.216,0.333,0.516,0.317,0.033
19,0.383,0.317,0.317,0.2,0.0,2.166,0.616,0.2,0.0,0.283,0.55,0.0,0.0,0.0,0.017,0.0,0.0,0.017,0.133,0.0,0.0,10,0,228.88672000000003,6,1,223.77733999999998,5.199,0.834,2.982,0.833,0.017,2.783,1.633,0.4,0.0
20,0.25,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.9,0.067,0.0,0.0,0.3,0.067,0.0,0.0,0.267,0.033,0.0,0.0,10,0,230.87305,6,1,228.88672000000003,2.034,0.0,0.15,0.967,0.367,1.617,0.167,0.0,0.0
21,0.35,0.0,1.216,0.2,0.0,0.15,0.217,0.183,0.0,0.55,0.317,0.033,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,10,0,234.99854,6,1,231.82617000000002,3.233,1.416,0.55,0.9,0.017,0.7,1.75,0.433,0.0
22,0.3,0.0,0.083,0.217,0.0,0.017,0.566,0.65,0.0,1.216,1.066,0.1,0.0,0.25,0.05,0.0,0.0,0.15,0.716,0.167,0.0,10,0,240.45264,6,1,234.99854,5.548,0.3,1.233,2.382,0.3,1.633,2.481,1.134,0.0
23,0.4,0.05,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.75,0.017,0.0,0.0,0.033,0.0,0.0,0.0,0.15,0.017,0.0,0.0,10,0,242.14502000000002,6,1,240.45264,1.734,0.05,0.317,0.767,0.033,1.3,0.034,0.0,0.0
24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.383,0.133,0.0,0.0,0.0,0.133,0.283,0.0,10,0,243.58936,6,1,242.14502000000002,1.482,0.0,0.0,0.25,0.516,0.633,0.266,0.283,0.0
25,0.333,2.949,0.0,0.0,0.0,0.283,0.0,0.0,0.0,0.35,0.05,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,247.61572,6,1,243.58936,4.098,2.949,0.283,0.4,0.133,3.715,0.05,0.0,0.0
26,0.083,0.85,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.183,0.083,0.267,0.0,0.067,0.067,0.0,0.0,0.0,0.267,0.15,0.017,10,0,249.84862999999999,6,1,247.61572,2.284,0.85,0.25,0.533,0.134,1.1,0.417,0.617,0.067
27,0.033,0.0,0.0,0.067,0.0,0.0,0.217,0.367,0.033,0.0,0.283,0.433,0.067,0.0,0.6,0.183,0.0,0.0,0.1,0.3,0.0,10,0,252.47705,6,1,249.84862999999999,2.683,0.067,0.617,0.783,0.783,0.0,1.2,1.35,0.1
28,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.217,0.0,0.0,0.2,0.067,0.0,0.0,0.033,0.0,0.0,0.317,0.0,0.0,10,0,253.61377000000002,6,1,252.47705,1.167,0.0,0.5,0.267,0.033,0.0,0.317,0.516,0.284
0,1.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,263.63428,6,1,262.28516,1.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.783,0.0,0.033,0.0,0.0,0.05,0.117,0.017,0.0,0.433,0.3,0.15,0.017,0.4,0.067,0.0,0.0,0.167,0.217,0.083,0.0,11,1,266.41112999999996,6,1,263.63428,2.834,0.033,0.184,0.9,0.467,1.05,0.734,0.25,0.017
2,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.283,0.3,0.0,0.083,0.15,0.0,0.0,0.0,0.267,0.05,0.0,11,1,267.80762000000004,6,1,266.41112999999996,1.433,0.0,0.0,0.8,0.233,0.3,0.7,0.35,0.0
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.983,0.083,0.0,0.55,0.117,0.0,0.117,0.2,0.0,0.0,0.0,0.117,0.033,0.0,11,1,270.05664,6,1,267.80762000000004,2.3,0.0,1.066,0.667,0.317,0.117,0.867,1.133,0.083
4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.616,0.65,0.017,0.866,0.283,0.167,0.0,0.317,0.0,0.0,0.0,11,1,273.19971,6,1,270.05664,3.199,0.0,0.0,1.316,1.316,1.216,0.899,0.817,0.017
5,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.05,0.1,0.317,0.0,0.017,0.25,0.017,0.0,0.0,0.0,0.25,11,1,274.21289,6,1,273.19971,1.051,0.0,0.017,0.467,0.284,0.0,0.067,0.367,0.584
6,0.017,0.0,0.133,0.1,0.167,0.0,0.05,0.317,0.283,0.0,0.017,0.2,0.133,0.0,0.017,0.0,0.0,0.167,0.067,0.0,0.0,11,1,275.83887000000004,6,1,274.21289,1.668,0.4,0.65,0.35,0.017,0.167,0.284,0.617,0.583
7,0.05,0.0,0.05,0.0,0.0,0.017,0.966,0.033,0.0,0.217,0.35,0.616,0.0,0.1,0.05,0.167,0.0,0.0,0.0,0.383,0.017,11,0,278.79834,6,1,275.83887000000004,3.016,0.05,1.016,1.183,0.317,0.334,1.416,1.199,0.017
8,0.05,0.0,0.0,0.0,0.0,0.017,0.55,0.7,0.0,0.0,0.25,0.1,0.0,0.0,0.05,0.017,0.0,0.1,0.2,0.283,0.05,11,0,281.11328,6,1,278.79834,2.367,0.0,1.267,0.35,0.067,0.117,1.05,1.1,0.05
9,0.05,0.0,0.0,0.0,0.0,0.0,0.05,1.283,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.45,11,0,282.95264,6,1,281.11328,1.883,0.0,1.333,0.033,0.017,0.0,0.05,1.333,0.45
10,0.017,0.0,0.383,1.183,0.2,0.0,0.083,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.05,0.15,0.0,11,0,285.51563,6,1,282.95264,2.615,1.766,0.599,0.0,0.033,0.0,0.549,1.849,0.2
11,0.083,0.0,0.516,0.3,0.883,0.05,0.7,0.433,0.433,0.0,0.033,0.033,0.267,0.0,0.0,0.033,0.0,0.05,0.183,0.183,0.0,11,0,289.625,6,1,285.51563,4.18,1.699,1.616,0.333,0.033,0.1,1.432,0.982,1.583
12,0.067,0.0,0.0,0.317,0.1,0.0,0.1,0.3,0.267,0.0,0.0,0.117,0.117,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,11,0,291.29883,6,1,289.625,1.719,0.417,0.667,0.234,0.167,0.167,0.1,0.734,0.651
13,0.017,0.0,0.0,0.25,0.0,0.0,0.283,0.117,0.017,0.0,0.0,0.033,0.0,0.0,0.05,0.0,0.0,0.283,0.0,0.0,0.0,11,0,292.31982,6,1,291.29883,1.05,0.25,0.417,0.033,0.05,0.283,0.333,0.4,0.017
14,0.367,0.0,0.0,0.1,0.966,0.0,0.0,0.367,1.633,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,11,0,295.93359,6,1,292.31982,3.683,1.066,2.0,0.067,0.0,0.183,0.0,0.467,2.666
15,1.849,0.2,0.25,0.05,0.283,0.133,0.466,0.433,1.549,0.483,1.15,0.583,1.466,0.083,0.0,0.2,0.017,0.033,0.333,0.0,0.0,11,0,305.34766,6,1,295.93359,9.561,0.783,2.581,3.682,0.3,0.932,2.199,1.266,3.315
16,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.167,0.0,0.0,0.383,0.083,0.0,0.0,0.133,0.0,0.0,0.0,11,0,306.33301,6,1,305.34766,1.016,0.0,0.0,0.384,0.466,0.733,0.25,0.0,0.0
17,0.15,0.05,0.466,0.0,0.0,0.167,0.067,0.0,0.0,0.217,0.083,0.0,0.0,0.483,0.0,0.0,0.0,0.333,0.0,0.0,0.0,11,0,308.30469,6,1,306.33301,2.016,0.516,0.234,0.3,0.483,1.25,0.616,0.0,0.0
18,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.167,0.0,0.0,0.516,0.117,0.0,0.0,0.25,0.0,0.0,0.0,11,0,309.58594,6,1,308.30469,1.316,0.0,0.0,0.35,0.633,0.949,0.284,0.0,0.0
19,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.65,0.0,0.0,0.267,0.233,0.0,0.0,11,0,311.40918,6,1,309.58594,1.866,0.0,0.0,0.0,1.316,0.933,0.883,0.0,0.0
20,0.183,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.383,0.167,0.0,0.0,0.866,0.133,0.0,0.0,0.133,0.033,0.0,0.0,11,0,313.31592,6,1,311.40918,1.948,0.0,0.05,0.55,0.999,1.432,0.333,0.0,0.0
21,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.616,0.483,0.0,0.0,0.117,0.033,0.0,0.0,0.25,0.083,0.0,11,0,315.05469,6,1,313.31592,1.782,0.0,0.0,1.266,0.15,0.167,0.983,0.599,0.0
22,0.017,0.017,0.483,0.0,0.0,0.0,0.017,0.167,0.75,0.0,0.05,0.85,0.683,0.0,0.267,0.117,0.017,0.0,0.0,0.3,0.183,11,0,318.90088,6,1,315.05469,3.918,0.5,0.934,1.583,0.401,0.017,0.817,1.434,1.633
23,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.417,0.117,0.0,0.417,0.033,0.0,0.067,0.217,0.067,0.0,11,0,320.39746,6,1,318.90088,1.535,0.0,0.15,0.534,0.45,0.067,0.634,0.667,0.117
24,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.4,0.0,0.7,0.117,0.333,0.017,0.0,0.167,0.083,0.0,11,0,322.48096,6,1,320.39746,2.133,0.0,0.0,0.483,1.167,0.7,0.367,0.816,0.017
25,0.5,0.017,0.15,0.9,0.05,1.283,1.466,1.749,0.65,0.85,0.483,0.483,0.017,0.0,0.417,0.35,0.167,0.267,0.167,0.0,0.0,11,0,332.28906,6,1,322.48096,9.966,1.117,5.148,1.833,0.934,2.417,2.683,3.482,0.884
26,0.017,0.0,0.117,0.0,0.0,0.267,0.766,0.733,0.0,0.3,0.0,0.0,0.0,0.0,0.033,0.017,0.0,0.0,0.333,0.25,0.0,11,0,335.06543,6,1,332.28906,2.833,0.117,1.766,0.3,0.05,0.567,1.249,1.0,0.0
27,0.0,0.167,0.15,1.299,0.083,0.433,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433,0.133,0.0,11,0,337.95703,6,1,335.06543,2.948,1.699,0.683,0.0,0.0,0.6,0.833,1.432,0.083
28,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,1.516,0.0,0.0,11,0,339.58447,6,1,337.95703,1.666,0.0,0.0,0.0,0.0,0.083,1.516,0.0,0.0
0,0.2,0.0,0.0,0.0,0.0,0.0,0.433,0.283,0.0,0.133,0.616,0.466,0.0,0.017,0.033,0.25,0.0,0.25,0.15,0.133,0.0,12,1,352.56396,6,1,349.65479,2.964,0.0,0.716,1.215,0.3,0.4,1.232,1.132,0.0
1,0.183,0.0,0.0,0.083,0.0,0.033,0.55,0.383,0.0,0.083,0.233,0.167,0.0,0.0,0.0,0.0,0.0,0.05,0.017,0.0,0.0,12,1,354.30322,6,1,352.56396,1.782,0.083,0.966,0.483,0.0,0.166,0.8,0.633,0.0
2,0.217,0.0,0.0,0.217,0.033,0.283,0.683,0.583,0.117,0.583,0.333,0.516,0.0,0.033,0.05,0.0,0.0,0.0,0.15,0.15,0.0,12,1,358.18213,6,1,354.30322,3.948,0.25,1.666,1.432,0.083,0.899,1.216,1.466,0.15
3,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.65,0.083,0.0,0.067,0.716,0.367,0.0,0.0,0.433,0.167,0.0,12,1,360.95801,6,1,358.18213,2.833,0.0,0.0,0.95,1.15,0.284,1.799,0.617,0.0
4,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.167,0.0,0.3,0.183,0.033,0.0,0.183,0.25,0.0,0.0,12,1,362.65088,6,1,360.95801,1.733,0.0,0.0,0.617,0.516,0.733,0.633,0.2,0.0
5,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.566,0.466,0.0,0.167,0.183,0.0,0.0,12,1,364.53906,6,1,362.65088,1.932,0.0,0.0,0.0,1.415,0.55,0.749,0.466,0.0
6,0.466,0.0,0.0,0.0,0.05,0.0,0.017,0.0,0.033,0.0,0.1,0.0,0.0,0.367,1.166,0.133,0.0,0.0,0.2,0.2,0.0,12,1,367.21875,6,1,364.53906,2.732,0.05,0.05,0.1,1.666,0.367,1.483,0.333,0.083
7,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.367,0.0,0.0,0.033,0.2,0.233,0.1,12,0,368.3999,6,1,367.21875,1.216,0.0,0.0,0.0,0.567,0.233,0.567,0.233,0.1
8,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.017,0.0,0.033,0.45,0.2,0.0,0.233,0.0,0.0,0.0,12,0,369.41895,6,1,368.3999,1.05,0.0,0.0,0.084,0.683,0.266,0.517,0.217,0.0
9,0.017,0.0,0.0,0.0,0.0,0.0,0.117,0.15,0.0,0.0,0.383,0.516,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.167,0.133,12,0,370.9292,6,1,369.41895,1.55,0.0,0.267,0.899,0.067,0.0,0.5,0.9,0.133
10,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.333,0.0,0.1,0.916,0.133,0.0,0.067,0.217,0.417,0.0,0.3,0.05,0.017,0.183,12,0,374.00342,6,1,370.9292,3.133,0.0,0.533,1.149,0.701,0.467,1.383,0.9,0.183
11,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.283,0.317,0.0,0.483,0.117,0.0,0.0,0.083,0.267,0.0,0.0,12,0,376.03857,6,1,374.00342,2.083,0.0,0.0,0.7,0.6,0.666,0.667,0.317,0.0
12,0.333,0.0,0.0,0.033,0.067,0.0,0.0,0.516,0.033,0.2,0.217,0.283,0.0,0.566,0.533,0.317,0.0,0.067,0.183,0.05,0.0,12,0,379.37402000000003,6,1,376.03857,3.398,0.1,0.549,0.7,1.416,0.833,0.933,1.199,0.1
13,0.067,0.0,0.0,0.133,0.117,0.05,0.267,0.3,0.4,0.0,0.0,0.1,0.267,0.0,0.033,0.0,0.033,0.0,0.383,0.117,0.1,12,0,381.69043,6,1,379.37402000000003,2.367,0.25,1.017,0.367,0.066,0.05,0.683,0.65,0.917
14,0.267,0.0,0.05,0.0,0.0,0.25,1.233,1.0,0.1,1.033,0.833,0.017,0.0,0.333,0.133,0.0,0.0,0.067,0.117,0.233,0.017,12,0,387.27637000000004,6,1,381.69043,5.683,0.05,2.583,1.883,0.466,1.683,2.366,1.25,0.117
15,0.067,0.083,0.45,0.483,0.217,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.167,0.133,0.0,12,0,388.90576,6,1,387.27637000000004,1.666,1.233,0.033,0.0,0.033,0.083,0.65,0.649,0.217
16,0.033,0.283,0.583,0.3,0.0,0.0,0.033,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.283,0.283,0.0,0.0,12,0,390.7124,6,1,388.90576,1.848,1.166,0.033,0.033,0.017,0.599,0.916,0.3,0.0
17,0.083,0.0,0.033,0.0,0.0,0.417,0.516,0.983,0.133,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,12,0,393.47217,6,1,390.7124,2.815,0.033,2.049,0.45,0.0,1.067,0.549,0.983,0.133
18,0.816,0.117,0.4,0.0,0.0,2.999,2.999,0.25,0.117,3.465,0.433,0.0,0.0,0.283,0.0,0.017,0.0,0.0,0.0,0.267,0.083,12,0,405.53027000000003,6,1,393.47217,12.246,0.517,6.365,3.898,0.3,6.864,3.832,0.534,0.2
19,0.183,0.067,0.733,0.2,0.0,0.367,1.366,0.633,0.2,0.0,0.283,0.0,0.0,0.05,0.017,0.0,0.017,0.15,0.033,0.1,0.167,12,0,410.01465,6,1,405.53027000000003,4.566,1.0,2.566,0.283,0.084,0.634,2.432,0.933,0.384
0,0.05,0.0,0.0,0.15,0.0,0.0,0.167,0.633,0.0,0.0,0.0,0.683,0.0,0.0,0.067,0.0,0.0,0.65,0.317,0.0,0.0,1,1,25.051270000000002,7,0,22.3916,2.717,0.15,0.8,0.683,0.067,0.65,0.551,1.466,0.0
0,0.033,0.25,0.283,0.3,0.0,0.2,0.133,0.267,0.0,0.683,2.266,0.133,0.0,0.0,0.033,0.0,0.0,0.017,0.267,0.0,0.0,2,1,42.022459999999995,7,0,37.2417,4.865,0.833,0.6,3.082,0.033,1.15,2.982,0.7,0.0
0,0.217,0.0,0.0,0.1,0.0,0.0,0.017,1.166,0.0,0.0,0.1,1.266,0.0,0.0,0.017,0.0,0.0,0.45,0.0,0.0,0.0,3,1,53.215819999999994,7,0,49.94238,3.333,0.1,1.183,1.366,0.017,0.45,0.134,2.532,0.0
0,0.017,0.0,0.0,0.017,0.0,0.0,0.067,0.95,0.017,0.0,0.117,1.883,0.0,0.033,0.516,0.167,0.0,0.2,0.4,0.0,0.0,4,1,65.82813,7,0,61.52539,4.384,0.017,1.034,2.0,0.716,0.233,1.1,3.017,0.017
0,0.417,0.0,0.0,0.0,0.0,0.033,1.616,0.683,0.0,0.3,0.383,0.0,0.0,0.017,0.033,0.0,0.0,0.2,0.2,0.0,0.0,5,1,78.69189,7,0,74.88037,3.882,0.0,2.332,0.683,0.05,0.55,2.232,0.683,0.0
1,0.117,0.0,0.0,0.0,0.0,0.2,0.983,0.067,0.033,0.067,1.583,0.033,0.167,0.317,0.15,0.133,0.0,0.0,0.033,0.367,0.0,5,1,82.86523000000001,7,0,78.69189,4.25,0.0,1.283,1.85,0.6,0.584,2.749,0.6,0.2
2,0.133,0.25,0.9,0.733,0.0,1.399,0.133,0.0,0.0,0.9,0.267,0.317,0.1,0.033,0.25,0.05,0.0,0.0,0.0,0.35,0.25,5,1,88.82959,7,0,82.86523000000001,6.065,1.883,1.532,1.584,0.333,2.582,1.55,1.45,0.35
3,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.783,0.1,0.267,0.0,0.0,0.267,0.033,0.0,5,1,90.52148000000001,7,0,88.82959,1.734,0.0,0.0,0.217,1.15,1.0,0.367,0.3,0.0
4,0.017,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.733,0.883,0.0,0.383,0.017,0.0,0.0,5,1,92.59082,7,0,90.52148000000001,2.116,0.033,0.0,0.0,1.666,0.433,0.75,0.883,0.033
5,0.05,0.0,0.3,0.8,0.283,0.0,0.083,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.033,0.033,0.0,0.0,0.0,0.433,0.033,5,1,94.61182,7,0,92.59082,2.065,1.383,0.083,0.017,0.066,0.0,0.416,1.283,0.316
0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.233,0.0,0.0,0.433,0.3,0.0,0.0,0.15,0.417,0.067,6,1,110.84326000000001,7,0,109.06885,1.816,0.0,0.0,0.416,0.733,0.0,0.766,0.95,0.067
1,0.35,0.0,0.0,0.0,0.0,0.5,3.882,1.233,0.0,0.0,0.417,0.25,0.0,0.0,0.017,0.0,0.0,0.25,0.2,0.0,0.0,6,1,117.82568,7,0,110.84326000000001,7.099,0.0,5.615,0.667,0.017,0.75,4.516,1.483,0.0
2,0.017,0.0,0.0,0.0,0.0,0.0,0.017,0.95,0.133,0.0,0.0,0.117,0.0,0.0,0.0,0.017,0.0,0.033,0.25,0.15,0.0,6,1,119.46875,7,0,117.82568,1.684,0.0,1.1,0.117,0.017,0.033,0.267,1.234,0.133
3,0.2,0.0,0.866,1.033,0.033,0.0,0.05,1.799,0.017,0.566,0.783,2.232,0.0,0.0,0.017,0.0,0.0,0.15,0.367,0.0,0.0,6,1,127.45313,7,0,119.46875,8.113,1.932,1.866,3.581,0.017,0.716,2.083,5.064,0.05
4,0.15,0.0,0.167,0.933,0.0,0.0,0.0,0.317,0.117,0.0,0.017,0.05,0.0,0.0,0.0,0.017,0.0,0.383,0.017,0.0,0.0,6,1,129.57275,7,0,127.45313,2.168,1.1,0.434,0.067,0.017,0.383,0.201,1.317,0.117
5,0.067,0.0,0.033,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.866,0.267,0.1,0.0,0.017,0.0,0.0,0.317,0.0,0.0,0.0,6,1,131.34668,7,0,129.57275,1.817,0.183,0.0,1.233,0.017,0.317,0.916,0.417,0.1
6,0.017,0.0,0.15,0.716,0.067,0.0,0.0,0.05,0.033,0.0,0.0,0.05,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.367,0.167,6,0,132.94141000000002,7,0,131.34668,1.634,0.933,0.083,0.05,0.017,0.0,0.15,1.2,0.267
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.966,0.633,0.0,0.117,0.067,0.0,0.0,0.083,0.317,0.0,0.0,7,1,144.65381000000002,7,0,142.50195,2.2,0.0,0.0,1.616,0.184,0.217,1.35,0.633,0.0
1,0.067,0.0,0.217,0.5,0.017,0.2,0.583,0.1,0.0,0.433,1.183,0.05,0.0,0.033,0.5,0.267,0.0,0.0,0.05,0.4,0.0,7,1,149.17236,7,0,144.65381000000002,4.6,0.734,0.883,1.666,0.8,0.666,2.533,1.317,0.017
2,0.15,0.0,0.033,0.75,0.217,0.133,0.067,1.866,0.05,0.233,0.067,0.966,0.017,0.0,0.033,0.4,0.0,0.183,0.0,0.0,0.0,7,1,154.24854,7,0,149.17236,5.165,1.0,2.116,1.283,0.433,0.549,0.2,3.982,0.284
